1. Band of Brothers (2001)
2. Planet Earth (2006)
3. Breaking Bad (2008)
4. Game of Thrones (2011)
5. The Wire (2002)
6. Cosmos: A Spacetime Odyssey (2014)
7. Rick and Morty (2013)
8. Cosmos (1980)
9. The Sopranos (1999)
10. Sherlock (2010)
11. The World at War (1973)
12. Life (2009)
13. The Civil War (1990)
14. Avatar: The Last Airbender (2005)
15. Last Week Tonight with John Oliver (2014)
16. Westworld (2016)
17. Firefly (2002)
18. Human Planet (2011)
19. True Detective (2014)
20. The Twilight Zone (1959)
21. Dekalog (1989)
22. Fullmetal Alchemist: Brotherhood (2009)
23. The Blue Planet (2001)
24. Fargo (2014)
25. Frozen Planet (2011)
26. Batman: The Animated Series (1992)
27. One Punch Man (2015)
28. Death Note (2006)
29. Cowboy Bebop (1998)
30. House of Cards (2013)
31. Stranger Things (2016)
32. Pride and Prejudice (1995)
33. Arrested Development (2003)
34. Monty Python's Flying Circus (1969)
35. Das Boot (1985)
36. TVF Pitchers (2015)
37. Sarabhai vs Sarabhai (2004)
38. Over the Garden Wall (2014)
39. Narcos (2015)
40. Twin Peaks (1990)
41. Seinfeld (1989)
42. Friends (1994)
43. I, Claudius (1976)
44. Only Fools and Horses.... (1981)
45. Freaks and Geeks (1999)
46. The Crown (2016)
47. Black Mirror (2011)
48. Blackadder Goes Forth (1989)
49. Rome (2005)
50. Fawlty Towers (1975)
51. Gravity Falls (2012)
52. Making a Murderer (2015)
53. The Simpsons (1989)
54. Oz (1997)
55. The Return of Sherlock Holmes (1986)
56. The Jinx: The Life and Deaths of Robert Durst (2015)
57. South Park (1997)
58. From the Earth to the Moon (1998)
59. Dragon Ball Z (1996)
60. Top Gear (2002)
61. Horace and Pete (2016)
62. Hunter x Hunter (2011)
63. Archer (2009)
64. House (2004)
65. It's Always Sunny in Philadelphia (2005)
66. Six Feet Under (2001)
67. Attack on Titan (2013)
68. Dragon Ball Z (1989)
69. The Office (2005)
70. Chappelle's Show (2003)
71. Peaky Blinders (2013)
72. Steins;Gate (2011)
73. Long Way Round (2004)
