121883,8.7,-1,-1,1,-1,9,287,273,7,7
12644,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
34520,8.7,-1,-1,-1,-1,8,25,20,3,2
47068,8.7,90,40,38,2,8,406,373,14,19
151687,8.7,70,14,11,2,8,183,168,9,6
27173,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
55230,8.7,92,28,26,2,9,162,158,1,3
67797,8.7,80,20,17,3,8,74,70,1,3
151514,8.8,70,9,7,2,8,520,476,27,17
22027,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
6606,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
11545,8.7,-1,-1,-1,-1,8,12,11,-1,1
25701,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
17292,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
189026,8.7,79,23,22,1,8,784,701,39,44
26646,8.7,-1,-1,-1,-1,9,66,63,1,2
39961,8.7,-1,-1,-1,-1,8,35,30,2,3
6702,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
114031,8.7,91,16,15,1,8,324,295,11,18
104817,8.7,-1,-1,-1,-1,8,11,10,-1,1
39989,8.7,-1,-1,-1,-1,8,56,52,1,3
41075,8.8,-1,-1,-1,-1,8,76,67,1,8
121883,8.7,-1,-1,1,-1,9,287,273,7,7
66763,8.6,51,8,2,4,8,69,60,5,4
9308,8.8,76,34,28,6,8,64,52,6,6
7285,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
59092,8.6,69,20,15,4,8,347,313,20,14
35058,8.6,80,27,23,3,8,107,95,2,10
18288,8.7,-1,-1,2,1,8,46,42,1,3
18471,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
6433,8.8,90,36,35,1,9,165,155,3,7
145381,8.6,77,32,27,5,8,580,522,31,27
20134,8.6,78,27,23,4,8,119,100,11,8
49609,8.7,-1,-1,-1,-1,7,205,159,11,35
326913,9,85,11,11,-1,8,9,8,-1,1
34576,8.7,75,25,22,3,8,323,295,14,14
24839,8.6,-1,-1,-1,-1,9,24,23,-1,1
127490,8.6,58,25,11,13,7,338,258,58,22
43475,8.6,68,15,8,6,9,205,188,9,8
34869,8.6,-1,-1,1,-1,8,33,27,2,4
14756,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
43641,8.7,78,32,29,2,9,303,280,6,17
26545,8.6,-1,-1,-1,-1,8,21,18,1,2
7696,8.9,-1,-1,-1,-1,-1,-1,-1,-1,-1
9371,8.7,-1,-1,-1,-1,8,22,20,-1,2
27762,8.6,-1,-1,-1,-1,8,26,23,1,2
64527,8.6,80,27,23,4,9,519,489,18,12
8958,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
10939,8.7,76,15,14,1,8,42,37,2,3
138283,8.6,88,31,29,2,8,629,582,23,24
30369,8.6,65,13,5,8,7,17,13,-1,4
207485,8.8,62,30,15,12,8,324,283,26,15
31464,8.6,65,22,13,7,8,172,154,7,11
8477,8.7,94,18,18,-1,8,19,17,1,1
27447,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
5142,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
35286,8.6,-1,-1,-1,-1,8,27,24,2,1
92839,8.6,55,6,3,2,8,163,149,8,6
81996,8.6,56,31,13,12,8,518,434,49,35
35680,8.6,-1,-1,-1,-1,8,36,33,-1,3
11578,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
10549,8.6,-1,-1,-1,-1,8,24,21,-1,3
9075,8.6,45,21,3,12,3,81,24,9,48
31343,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
18788,8.6,-1,-1,-1,-1,8,44,42,-1,2
250140,8.7,61,17,8,8,8,486,439,24,23
74208,8.6,83,11,11,-1,7,255,189,8,58
66354,9.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
205503,8.6,71,20,17,3,7,582,484,22,76
67386,8.6,-1,-1,3,-1,8,318,281,15,22
94670,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
41333,8.6,-1,-1,-1,-1,8,31,29,1,1
64031,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
12347,8.6,-1,-1,-1,-1,8,36,31,1,4
13084,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
163087,8.6,70,32,21,8,8,942,847,36,59
157816,8.5,72,28,22,5,9,218,204,9,5
175293,8.6,56,9,4,3,7,156,123,9,24
13118,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
185707,8.6,68,23,13,9,8,519,456,24,39
25284,8.5,90,45,43,2,8,311,277,12,22
29416,8.6,75,37,28,9,8,219,198,7,14
64030,8.5,84,36,34,2,8,390,355,19,16
8241,8.8,65,32,21,9,9,626,576,25,25
16699,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
12026,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
10904,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
10347,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
14620,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
148510,8.5,69,23,16,7,8,679,638,12,29
34101,8.5,65,28,18,9,8,60,55,1,4
251844,8.5,86,27,27,-1,8,603,540,30,33
24851,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4857,8.6,91,15,15,-1,6,14,10,1,3
11794,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
8108,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
7236,8.6,80,7,7,-1,7,29,22,3,4
137378,8.5,68,19,12,6,8,77,71,2,4
7493,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
658027,8.6,82,25,23,2,8,2395,2,144,225
15405,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
25788,8.5,38,4,-1,2,4,33,11,5,17
15112,8.5,-1,-1,-1,-1,7,13,10,-1,3
14382,8.5,83,9,9,-1,8,83,77,1,5
7760,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
6881,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
46406,8.6,-1,-1,-1,-1,8,89,78,2,9
6733,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
11689,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
151514,8.8,70,9,7,2,8,520,476,27,17
7439,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
10891,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
11561,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
81037,8.8,-1,-1,-1,-1,8,64,57,2,5
25715,8.4,-1,-1,-1,-1,8,30,27,1,2
9929,8.6,69,31,20,11,7,101,78,6,17
13715,8.5,72,12,10,2,8,32,27,2,3
6531,8.5,93,14,14,-1,9,58,54,1,3
35237,8.5,70,40,30,10,8,135,116,9,10
11330,8.5,67,13,9,3,8,58,52,-1,6
12440,8.5,-1,-1,-1,-1,8,17,15,2,-1
25413,8.5,-1,-1,-1,-1,9,50,47,2,1
20837,8.5,69,22,16,5,8,122,107,10,5
16968,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
291984,8.6,59,22,12,4,8,822,753,34,35
26641,8.4,-1,-1,-1,-1,8,21,19,-1,2
57744,8.4,62,9,5,3,4,38,15,3,20
8684,8.5,75,24,21,2,8,109,99,8,2
181582,8.5,67,25,16,9,8,497,431,37,29
387136,8.4,86,27,26,1,9,737,695,22,20
37188,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
340355,8.5,65,32,21,9,9,626,576,25,25
41668,8.4,81,24,21,2,8,85,75,5,5
25961,8.4,59,13,6,5,8,420,385,19,16
35314,8.4,69,22,16,5,8,27,23,2,2
15015,8.5,75,14,12,2,8,104,87,5,12
52371,8.4,-1,-1,-1,-1,8,36,27,8,1
6651,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
65299,8.4,48,8,2,4,7,105,87,2,16
45887,8.4,86,30,30,-1,8,248,203,22,23
197348,8.4,79,21,17,3,8,195,182,6,7
7207,8.4,-1,-1,-1,-1,8,11,10,-1,1
10754,8.4,89,34,33,1,8,106,92,3,11
6123,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
148623,8.4,88,27,26,-1,8,216,197,7,12
6646,8.4,-1,-1,-1,-1,8,16,15,-1,1
13938,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
14658,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
235455,8.4,92,29,29,-1,8,1037,897,50,90
59842,8.4,62,20,9,11,8,277,252,16,9
44202,8.4,91,30,29,1,8,251,218,10,23
13097,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
130299,8.5,66,26,14,11,8,423,382,23,18
9220,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
5505,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
9929,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
15752,8.4,92,19,18,1,8,14,13,-1,1
15635,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
7529,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
6766,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
16327,8.3,82,28,25,3,8,292,266,15,11
1556,8.1,99,25,25,-1,6,18,12,1,5
25284,8.5,90,45,43,2,8,311,277,12,22
5421,7.5,74,22,16,6,6,107,64,27,16
49082,8.3,78,35,30,5,8,431,391,18,22
57,8,94,18,18,-1,8,19,17,1,1
14797,7.9,92,29,28,1,7,223,177,11,35
16094,8.3,92,28,28,-1,8,265,235,10,20
3571,8.5,91,7,7,-1,6,41,27,3,11
28034,8.3,91,31,31,-1,7,396,308,41,47
3496,8.7,90,21,20,1,7,9,7,-1,2
22502,8.4,86,25,22,3,8,28,27,-1,1
25284,8.5,90,45,43,2,8,311,277,12,22
26044,8.1,72,30,21,8,7,204,170,15,19
194732,8.3,79,32,28,3,8,762,683,45,34
50248,8.3,75,26,22,4,8,228,215,6,7
1670,8.2,89,31,29,2,7,4,3,-1,1
28204,8,86,32,29,3,7,273,234,12,27
28067,7.4,88,32,31,1,8,194,161,11,22
1037,8.9,88,21,21,-1,8,24,20,1,3
1726,8.1,88,19,19,-1,7,76,64,3,9
